time	Abdomen Tapping	Approach	Female Attack	Freezing	Grooming	Leg Showcase	Mounted	Orientation	Pedipalp Insertion	Pedipalp Showcase	Random Locomotion	Retreat	Vibration interaction
661.99	0	0	0	0	0	0	0	0	0	0	0	0	0
662.0	0	0	0	0	0	0	0	0	0	0	0	0	0
662.01	0	0	0	0	0	0	0	0	0	0	0	0	0
662.02	0	0	0	0	0	0	0	0	0	0	0	0	0
662.03	0	0	0	0	0	0	0	0	0	0	0	0	0
662.04	0	0	0	0	0	0	0	0	0	0	0	0	0
662.05	0	0	0	0	0	0	0	0	0	0	0	0	0
662.06	0	0	0	0	0	0	0	0	0	0	0	0	0
662.07	0	0	0	0	0	0	0	0	0	0	0	0	0
662.08	0	0	0	0	0	0	0	0	0	0	0	0	0
662.09	0	0	0	0	0	0	0	0	0	0	0	0	0
662.1	0	0	0	0	0	0	0	0	0	0	0	0	0
662.11	0	0	0	0	0	0	0	0	0	0	0	0	0
662.12	0	0	0	0	0	0	0	0	0	0	0	0	0
662.13	0	0	0	0	0	0	0	0	0	0	0	0	0
662.14	0	0	0	0	0	0	0	0	0	0	0	0	0
662.15	0	0	0	0	0	0	0	0	0	0	0	0	0
662.16	0	0	0	0	0	0	0	0	0	0	0	0	0
662.17	0	0	0	0	0	0	0	0	0	0	0	0	0
662.18	0	0	0	0	0	0	0	0	0	0	0	0	0
662.19	0	0	0	0	0	0	0	0	0	0	0	0	0
662.2	0	0	0	0	0	0	0	0	0	0	0	0	0
662.21	0	0	0	0	0	0	0	0	0	0	0	0	0
662.22	0	0	0	0	0	0	0	0	0	0	0	0	0
662.23	0	0	0	0	0	0	0	0	0	0	0	0	0
662.24	0	0	0	0	0	0	0	0	0	0	0	0	0
662.25	0	0	0	0	0	0	0	0	0	0	0	0	0
662.26	0	0	0	0	0	0	0	0	0	0	0	0	0
662.27	0	0	0	0	0	0	0	0	0	0	0	0	0
662.28	0	0	0	0	0	0	0	0	0	0	0	0	0
662.29	0	0	0	0	0	0	0	0	0	0	0	0	0
662.3	0	0	0	0	0	0	0	0	0	0	0	0	0
662.31	0	0	0	0	0	0	0	0	0	0	0	0	0
662.32	0	0	0	0	0	0	0	0	0	0	0	0	0
662.33	0	0	0	0	0	0	0	0	0	0	0	0	0
662.34	0	0	0	0	0	0	0	0	0	0	0	0	0
662.35	0	0	0	0	0	0	0	0	0	0	0	0	0
662.36	0	0	0	0	0	0	0	0	0	0	0	0	0
662.37	0	0	0	0	0	0	0	0	0	0	0	0	0
662.38	0	0	0	0	0	0	0	0	0	0	0	0	0
662.39	0	0	0	0	0	0	0	0	0	0	0	0	0
662.4	0	0	0	0	0	0	0	0	0	0	0	0	0
662.41	0	0	0	0	0	0	0	0	0	0	0	0	0
662.42	0	0	0	0	0	0	0	0	0	0	0	0	0
662.43	0	0	0	0	0	0	0	0	0	0	0	0	0
662.44	0	0	0	0	0	0	0	0	0	0	0	0	0
662.45	0	0	0	0	0	0	0	0	0	0	0	0	0
662.46	0	0	0	0	0	0	0	0	0	0	0	0	0
662.47	0	0	0	0	0	0	0	0	0	0	0	0	0
662.48	0	0	0	0	0	0	0	0	0	0	0	0	0
662.49	0	0	0	0	0	0	0	0	0	0	0	0	0
662.5	0	0	0	0	0	0	0	0	0	0	0	0	0
662.51	0	0	0	0	0	0	0	0	0	0	0	0	0
662.52	0	0	0	0	0	0	0	0	0	0	0	0	0
662.53	0	0	0	0	0	0	0	0	0	0	0	0	0
662.54	0	0	0	0	0	0	0	0	0	0	0	0	0
662.55	0	0	0	0	0	0	0	0	0	0	0	0	0
662.56	0	0	0	0	0	0	0	0	0	0	0	0	0
662.57	0	0	0	0	0	0	0	0	0	0	0	0	0
662.58	0	0	0	0	0	0	0	0	0	0	0	0	0
662.59	0	0	0	0	0	0	0	0	0	0	0	0	0
662.6	0	0	0	0	0	0	0	0	0	0	0	0	0
662.61	0	0	0	0	0	0	0	0	0	0	0	0	0
662.62	0	0	0	0	0	0	0	0	0	0	0	0	0
662.63	0	0	0	0	0	0	0	0	0	0	0	0	0
662.64	0	0	0	0	0	0	0	0	0	0	0	0	0
662.65	0	0	0	0	0	0	0	0	0	0	0	0	0
662.66	0	0	0	0	0	0	0	0	0	0	0	0	0
662.67	0	0	0	0	0	0	0	0	0	0	0	0	0
662.68	0	0	0	0	0	0	0	0	0	0	0	0	0
662.69	0	0	0	0	0	0	0	0	0	0	0	0	0
662.7	0	0	0	0	0	0	0	0	0	0	0	0	0
662.71	0	0	0	0	0	0	0	0	0	0	0	0	0
662.72	0	0	0	0	0	0	0	0	0	0	0	0	0
662.73	0	0	0	0	0	0	0	0	0	0	0	0	0
662.74	0	0	0	0	0	0	0	0	0	0	0	0	0
662.75	0	0	0	0	0	0	0	0	0	0	0	0	0
662.76	0	0	0	0	0	0	0	0	0	0	0	0	0
662.77	0	0	0	0	0	0	0	0	0	0	0	0	0
662.78	0	0	0	0	0	0	0	0	0	0	0	0	0
662.79	0	0	0	0	0	0	0	0	0	0	0	0	0
662.8	0	0	0	0	0	0	0	0	0	0	0	0	0
662.81	0	0	0	0	0	0	0	0	0	0	0	0	0
662.82	0	0	0	0	0	0	0	0	0	0	0	0	0
662.83	0	0	0	0	0	0	0	0	0	0	0	0	0
662.84	0	0	0	0	0	0	0	0	0	0	0	0	0
662.85	0	0	0	0	0	0	0	0	0	0	0	0	0
662.86	0	0	0	0	0	0	0	0	0	0	0	0	0
662.87	0	0	0	0	0	0	0	0	0	0	0	0	0
662.88	0	0	0	0	0	0	0	0	0	0	0	0	0
662.89	0	0	0	0	0	0	0	0	0	0	0	0	0
662.9	0	0	0	0	0	0	0	0	0	0	0	0	0
662.91	0	0	0	0	0	0	0	0	0	0	0	0	0
662.92	0	0	0	0	0	0	0	0	0	0	0	0	0
662.93	0	0	0	0	0	0	0	0	0	0	0	0	0
662.94	0	0	0	0	0	0	0	0	0	0	0	0	0
662.95	0	0	0	0	0	0	0	0	0	0	0	0	0
662.96	0	0	0	0	0	0	0	0	0	0	0	0	0
662.97	0	0	0	0	0	0	0	0	0	0	0	0	0
662.98	0	0	0	0	0	0	0	0	0	0	0	0	0
662.99	0	0	0	0	0	0	0	0	0	0	0	0	0
663.0	0	0	0	0	0	0	0	0	0	0	0	0	0
663.01	0	0	0	0	0	0	0	0	0	0	0	0	0
663.02	0	0	0	0	0	0	0	0	0	0	0	0	0
663.03	0	0	0	0	0	0	0	0	0	0	0	0	0
663.04	0	0	0	0	0	0	0	0	0	0	0	0	0
663.05	0	0	0	0	0	0	0	0	0	0	0	0	0
663.06	0	0	0	0	0	0	0	0	0	0	0	0	0
663.07	0	0	0	0	0	0	0	0	0	0	0	0	0
663.08	0	0	0	0	0	0	0	0	0	0	0	0	0
663.09	0	0	0	0	0	0	0	0	0	0	0	0	0
663.1	0	0	0	0	0	0	0	0	0	0	0	0	0
663.11	0	0	0	0	0	0	0	0	0	0	0	0	0
663.12	0	0	0	0	0	0	0	0	0	0	0	0	0
663.13	0	0	0	0	0	0	0	0	0	0	0	0	0
663.14	0	0	0	0	0	0	0	0	0	0	0	0	0
663.15	0	0	0	0	0	0	0	0	0	0	0	0	0
663.16	0	0	0	0	0	0	0	0	0	0	0	0	0
663.17	0	0	0	0	0	0	0	0	0	0	0	0	0
663.18	0	0	0	0	0	0	0	0	0	0	0	0	0
663.19	0	0	0	0	0	0	0	0	0	0	0	0	0
663.2	0	0	0	0	0	0	0	0	0	0	0	0	0
663.21	0	0	0	0	0	0	0	0	0	0	0	0	0
663.22	0	0	0	0	0	0	0	0	0	0	0	0	0
663.23	0	0	0	0	0	0	0	0	0	0	0	0	0
663.24	0	0	0	0	0	0	0	0	0	0	0	0	0
663.25	0	0	0	0	0	0	0	0	0	0	0	0	0
663.26	0	0	0	0	0	0	0	0	0	0	0	0	0
663.27	0	0	0	0	0	0	0	0	0	0	0	0	0
663.28	0	0	0	0	0	0	0	0	0	0	0	0	0
663.29	0	0	0	0	0	0	0	0	0	0	0	0	0
663.3	0	0	0	0	0	0	0	0	0	0	0	0	0
663.31	0	0	0	0	0	0	0	0	0	0	0	0	0
663.32	0	0	0	0	0	0	0	0	0	0	0	0	0
663.33	0	0	0	0	0	0	0	0	0	0	0	0	0
663.34	0	0	0	0	0	0	0	0	0	0	0	0	0
663.35	0	0	0	0	0	0	0	0	0	0	0	0	0
663.36	0	0	0	0	0	0	0	0	0	0	0	0	0
663.37	0	0	0	0	0	0	0	0	0	0	0	0	0
663.38	0	0	0	0	0	0	0	0	0	0	0	0	0
663.39	0	0	0	0	0	0	0	0	0	0	0	0	0
663.4	0	0	0	0	0	0	0	0	0	0	0	0	0
663.41	0	0	0	0	0	0	0	0	0	0	0	0	0
663.42	0	0	0	0	0	0	0	0	0	0	0	0	0
663.43	0	0	0	0	0	0	0	0	0	0	0	0	0
663.44	0	0	0	0	0	0	0	0	0	0	0	0	0
663.45	0	0	0	0	0	0	0	0	0	0	0	0	0
663.46	0	0	0	0	0	0	0	0	0	0	0	0	0
663.47	0	0	0	0	0	0	0	0	0	0	0	0	0
663.48	0	0	0	0	0	0	0	0	0	0	0	0	0
663.49	0	0	0	0	0	0	0	0	0	0	0	0	0
663.5	0	0	0	0	0	0	0	0	0	0	0	0	0
663.51	0	0	0	0	0	0	0	0	0	0	0	0	0
663.52	0	0	0	0	0	0	0	0	0	0	0	0	0
663.53	0	0	0	0	0	0	0	0	0	0	0	0	0
663.54	0	0	0	0	0	0	0	0	0	0	0	0	0
663.55	0	0	0	0	0	0	0	0	0	0	0	0	0
663.56	0	0	0	0	0	0	0	0	0	0	0	0	0
663.57	0	0	0	0	0	0	0	0	0	0	0	0	0
663.58	0	0	0	0	0	0	0	0	0	0	0	0	0
663.59	0	0	0	0	0	0	0	0	0	0	0	0	0
663.6	0	0	0	0	0	0	0	0	0	0	0	0	0
663.61	0	0	0	0	0	0	0	0	0	0	0	0	0
663.62	0	0	0	0	0	0	0	0	0	0	0	0	0
663.63	0	0	0	0	0	0	0	0	0	0	0	0	0
663.64	0	0	0	0	0	0	0	0	0	0	0	0	0
663.65	0	0	0	0	0	0	0	0	0	0	0	0	0
663.66	0	0	0	0	0	0	0	0	0	0	0	0	0
663.67	0	0	0	0	0	0	0	0	0	0	0	0	0
663.68	0	0	0	0	0	0	0	0	0	0	0	0	0
663.69	0	0	0	0	0	0	0	0	0	0	0	0	0
663.7	0	0	0	0	0	0	0	0	0	0	0	0	0
663.71	0	0	0	0	0	0	0	0	0	0	0	0	0
663.72	0	0	0	0	0	0	0	0	0	0	0	0	0
663.73	0	0	0	0	0	0	0	0	0	0	0	0	0
663.74	0	0	0	0	0	0	0	0	0	0	0	0	0
663.75	0	0	0	0	0	0	0	0	0	0	0	0	0
663.76	0	0	0	0	0	0	0	0	0	0	0	0	0
663.77	0	0	0	0	0	0	0	0	0	0	0	0	0
663.78	0	0	0	0	0	0	0	0	0	0	0	0	0
663.79	0	0	0	0	0	0	0	0	0	0	0	0	0
663.8	0	0	0	0	0	0	0	0	0	0	0	0	0
663.81	0	0	0	0	0	0	0	0	0	0	0	0	0
663.82	0	0	0	0	0	0	0	0	0	0	0	0	0
663.83	0	0	0	0	0	0	0	0	0	0	0	0	0
663.84	0	0	0	0	0	0	0	0	0	0	0	0	0
663.85	0	0	0	0	0	0	0	0	0	0	0	0	0
663.86	0	0	0	0	0	0	0	0	0	0	0	0	0
663.87	0	0	0	0	0	0	0	0	0	0	0	0	0
663.88	0	0	0	0	0	0	0	0	0	0	0	0	0
663.89	0	0	0	0	0	0	0	0	0	0	0	0	0
663.9	0	0	0	0	0	0	0	0	0	0	0	0	0
663.91	0	0	0	0	0	0	0	0	0	0	0	0	0
663.92	0	0	0	0	0	0	0	0	0	0	0	0	0
663.93	0	0	0	0	0	0	0	0	0	0	0	0	0
663.94	0	0	0	0	0	0	0	0	0	0	0	0	0
663.95	0	0	0	0	0	0	0	0	0	0	0	0	0
663.96	0	0	0	0	0	0	0	0	0	0	0	0	0
663.97	0	0	0	0	0	0	0	0	0	0	0	0	0
663.98	0	0	0	0	0	0	0	0	0	0	0	0	0
663.99	0	0	0	0	0	0	0	0	0	0	0	0	0
664.0	0	0	0	0	0	0	0	0	0	0	0	0	0
664.01	0	0	0	0	0	0	0	0	0	0	0	0	0
664.02	0	0	0	0	0	1	0	0	0	0	0	0	0
664.03	0	0	0	0	0	1	0	0	0	0	0	0	0
664.04	0	0	0	0	0	1	0	0	0	0	0	0	0
664.05	0	0	0	0	0	1	0	0	0	0	0	0	0
664.06	0	0	0	0	0	1	0	0	0	0	0	0	0
664.07	0	0	0	0	0	1	0	0	0	0	0	0	0
664.08	0	0	0	0	0	1	0	0	0	0	0	0	0
664.09	0	0	0	0	0	1	0	0	0	0	0	0	0
664.1	0	0	0	0	0	1	0	0	0	0	0	0	0
664.11	0	0	0	0	0	1	0	0	0	0	0	0	0
664.12	0	0	0	0	0	1	0	0	0	0	0	0	0
664.13	0	0	0	0	0	1	0	0	0	0	0	0	0
664.14	0	0	0	0	0	1	0	0	0	0	0	0	0
664.15	0	0	0	0	0	1	0	0	0	0	0	0	0
664.16	0	0	0	0	0	1	0	0	0	0	0	0	0
664.17	0	0	0	0	0	1	0	0	0	0	0	0	0
664.18	0	0	0	0	0	1	0	0	0	0	0	0	0
664.19	0	0	0	0	0	1	0	0	0	0	0	0	0
664.2	0	0	0	0	0	1	0	0	0	0	0	0	0
664.21	0	0	0	0	0	1	0	0	0	0	0	0	0
664.22	0	0	0	0	0	1	0	0	0	0	0	0	0
664.23	0	0	0	0	0	1	0	0	0	0	0	0	0
664.24	0	0	0	0	0	1	0	0	0	0	0	0	0
664.25	0	0	0	0	0	1	0	0	0	0	0	0	0
664.26	0	0	0	0	0	1	0	0	0	0	0	0	0
664.27	0	0	0	0	0	1	0	0	0	0	0	0	0
664.28	0	0	0	0	0	1	0	0	0	0	0	0	0
664.29	0	0	0	0	0	1	0	0	0	0	0	0	0
664.3	0	0	0	0	0	1	0	0	0	0	0	0	0
664.31	0	0	0	0	0	1	0	0	0	0	0	0	0
664.32	0	0	0	0	0	1	0	0	0	0	0	0	0
664.33	0	0	0	0	0	1	0	0	0	0	0	0	0
664.34	0	0	0	0	0	1	0	0	0	0	0	0	0
664.35	0	0	0	0	0	1	0	0	0	0	0	0	0
664.36	0	0	0	0	0	1	0	0	0	0	0	0	0
664.37	0	0	0	0	0	1	0	0	0	0	0	0	0
664.38	0	0	0	0	0	1	0	0	0	0	0	0	0
664.39	0	0	0	0	0	1	0	0	0	0	0	0	0
664.4	0	0	0	0	0	1	0	0	0	0	0	0	0
664.41	0	0	0	0	0	1	0	0	0	0	0	0	0
664.42	0	0	0	0	0	1	0	0	0	0	0	0	0
664.43	0	0	0	0	0	1	0	0	0	0	0	0	0
664.44	0	0	0	0	0	1	0	0	0	0	0	0	0
664.45	0	0	0	0	0	1	0	0	0	0	0	0	0
664.46	0	0	0	0	0	1	0	0	0	0	0	0	0
664.47	0	0	0	0	0	1	0	0	0	0	0	0	0
664.48	0	0	0	0	0	1	0	0	0	0	0	0	0
664.49	0	0	0	0	0	1	0	0	0	0	0	0	0
664.5	0	0	0	0	0	1	0	0	0	0	0	0	0
664.51	0	0	0	0	0	1	0	0	0	0	0	0	0
664.52	0	0	0	0	0	1	0	0	0	0	0	0	0
664.53	0	0	0	0	0	1	0	0	0	0	0	0	0
664.54	0	0	0	0	0	1	0	0	0	0	0	0	0
664.55	0	0	0	0	0	1	0	0	0	0	0	0	0
664.56	0	0	0	0	0	1	0	0	0	0	0	0	0
664.57	0	0	0	0	0	1	0	0	0	0	0	0	0
664.58	0	0	0	0	0	1	0	0	0	0	0	0	0
664.59	0	0	0	0	0	1	0	0	0	0	0	0	0
664.6	0	0	0	0	0	1	0	0	0	0	0	0	0
664.61	0	0	0	0	0	1	0	0	0	0	0	0	0
664.62	0	0	0	0	0	1	0	0	0	0	0	0	0
664.63	0	0	0	0	0	1	0	0	0	0	0	0	0
664.64	0	0	0	0	0	1	0	0	0	0	0	0	0
664.65	0	0	0	0	0	1	0	0	0	0	0	0	0
664.66	0	0	0	0	0	1	0	0	0	0	0	0	0
664.67	0	0	0	0	0	1	0	0	0	0	0	0	0
664.68	0	0	0	0	0	1	0	0	0	0	0	0	0
664.69	0	0	0	0	0	1	0	0	0	0	0	0	0
664.7	0	0	0	0	0	1	0	0	0	0	0	0	0
664.71	0	0	0	0	0	1	0	0	0	0	0	0	0
664.72	0	0	0	0	0	1	0	0	0	0	0	0	0
664.73	0	0	0	0	0	1	0	0	0	0	0	0	0
664.74	0	0	0	0	0	1	0	0	0	0	0	0	0
664.75	0	0	0	0	0	1	0	0	0	0	0	0	0
664.76	0	0	0	0	0	1	0	0	0	0	0	0	0
664.77	0	0	0	0	0	1	0	0	0	0	0	0	0
664.78	0	0	0	0	0	1	0	0	0	0	0	0	0
664.79	0	0	0	0	0	1	0	0	0	0	0	0	0
664.8	0	0	0	0	0	1	0	0	0	0	0	0	0
664.81	0	0	0	0	0	1	0	0	0	0	0	0	0
664.82	0	0	0	0	0	1	0	0	0	0	0	0	0
664.83	0	0	0	0	0	1	0	0	0	0	0	0	0
664.84	0	0	0	0	0	1	0	0	0	0	0	0	0
664.85	0	0	0	0	0	1	0	0	0	0	0	0	0
664.86	0	0	0	0	0	1	0	0	0	0	0	0	0
664.87	0	0	0	0	0	1	0	0	0	0	0	0	0
664.88	0	0	0	0	0	1	0	0	0	0	0	0	0
664.89	0	0	0	0	0	1	0	0	0	0	0	0	0
664.9	0	0	0	0	0	1	0	0	0	0	0	0	0
664.91	0	0	0	0	0	1	0	0	0	0	0	0	0
664.92	0	0	0	0	0	1	0	0	0	0	0	0	0
664.93	0	0	0	0	0	1	0	0	0	0	0	0	0
664.94	0	0	0	0	0	1	0	0	0	0	0	0	0
664.95	0	0	0	0	0	1	0	0	0	0	0	0	0
664.96	0	0	0	0	0	1	0	0	0	0	0	0	0
664.97	0	0	0	0	0	1	0	0	0	0	0	0	0
664.98	0	0	0	0	0	1	0	0	0	0	0	0	0
664.99	0	0	0	0	0	1	0	0	0	0	0	0	0
665.0	0	0	0	0	0	1	0	0	0	0	0	0	0
665.01	0	0	0	0	0	1	0	0	0	0	0	0	0
665.02	0	0	0	0	0	1	0	0	0	0	0	0	0
665.03	0	0	0	0	0	1	0	0	0	0	0	0	0
665.04	0	0	0	0	0	1	0	0	0	0	0	0	0
665.05	0	0	0	0	0	1	0	0	0	0	0	0	0
665.06	0	0	0	0	0	1	0	0	0	0	0	0	0
665.07	0	0	0	0	0	1	0	0	0	0	0	0	0
665.08	0	0	0	0	0	1	0	0	0	0	0	0	0
665.09	0	0	0	0	0	1	0	0	0	0	0	0	0
665.1	0	0	0	0	0	1	0	0	0	0	0	0	0
665.11	0	0	0	0	0	1	0	0	0	0	0	0	0
665.12	0	0	0	0	0	1	0	0	0	0	0	0	0
665.13	0	0	0	0	0	1	0	0	0	0	0	0	0
665.14	0	0	0	0	0	1	0	0	0	0	0	0	0
665.15	0	0	0	0	0	1	0	0	0	0	0	0	0
665.16	0	0	0	0	0	1	0	0	0	0	0	0	0
665.17	0	0	0	0	0	1	0	0	0	0	0	0	0
665.18	0	0	0	0	0	1	0	0	0	0	0	0	0
665.19	0	0	0	0	0	1	0	0	0	0	0	0	0
665.2	0	0	0	0	0	1	0	0	0	0	0	0	0
665.21	0	0	0	0	0	1	0	0	0	0	0	0	0
665.22	0	0	0	0	0	1	0	0	0	0	0	0	0
665.23	0	0	0	0	0	1	0	0	0	0	0	0	0
665.24	0	0	0	0	0	1	0	0	0	0	0	0	0
665.25	0	0	0	0	0	1	0	0	0	0	0	0	0
665.26	0	0	0	0	0	1	0	0	0	0	0	0	0
665.27	0	0	0	0	0	1	0	0	0	0	0	0	0
665.28	0	0	0	0	0	1	0	0	0	0	0	0	0
665.29	0	0	0	0	0	1	0	0	0	0	0	0	0
665.3	0	0	0	0	0	1	0	0	0	0	0	0	0
665.31	0	0	0	0	0	1	0	0	0	0	0	0	0
665.32	0	0	0	0	0	1	0	0	0	0	0	0	0
665.33	0	0	0	0	0	1	0	0	0	0	0	0	0
665.34	0	0	0	0	0	1	0	0	0	0	0	0	0
665.35	0	0	0	0	0	1	0	0	0	0	0	0	0
665.36	0	0	0	0	0	1	0	0	0	0	0	0	0
665.37	0	0	0	0	0	1	0	0	0	0	0	0	0
665.38	0	0	0	0	0	1	0	0	0	0	0	0	0
665.39	0	0	0	0	0	1	0	0	0	0	0	0	0
665.4	0	0	0	0	0	1	0	0	0	0	0	0	0
665.41	0	0	0	0	0	1	0	0	0	0	0	0	0
665.42	0	0	0	0	0	1	0	0	0	0	0	0	0
665.43	0	0	0	0	0	1	0	0	0	0	0	0	0
665.44	0	0	0	0	0	1	0	0	0	0	0	0	0
665.45	0	0	0	0	0	1	0	0	0	0	0	0	0
665.46	0	0	0	0	0	1	0	0	0	0	0	0	0
665.47	0	0	0	0	0	1	0	0	0	0	0	0	0
665.48	0	0	0	0	0	1	0	0	0	0	0	0	0
665.49	0	0	0	0	0	1	0	0	0	0	0	0	0
665.5	0	0	0	0	0	1	0	0	0	0	0	0	0
665.51	0	0	0	0	0	1	0	0	0	0	0	0	0
665.52	0	0	0	0	0	1	0	0	0	0	0	0	0
665.53	0	0	0	0	0	1	0	0	0	0	0	0	0
665.54	0	0	0	0	0	1	0	0	0	0	0	0	0
665.55	0	0	0	0	0	1	0	0	0	0	0	0	0
665.56	0	0	0	0	0	1	0	0	0	0	0	0	0
665.57	0	0	0	0	0	1	0	0	0	0	0	0	0
665.58	0	0	0	0	0	1	0	0	0	0	0	0	0
665.59	0	0	0	0	0	1	0	0	0	0	0	0	0
665.6	0	0	0	0	0	1	0	0	0	0	0	0	0
665.61	0	0	0	0	0	1	0	0	0	0	0	0	0
665.62	0	0	0	0	0	1	0	0	0	0	0	0	0
665.63	0	0	0	0	0	1	0	0	0	0	0	0	0
665.64	0	0	0	0	0	1	0	0	0	0	0	0	0
665.65	0	0	0	0	0	1	0	0	0	0	0	0	0
665.66	0	0	0	0	0	1	0	0	0	0	0	0	0
665.67	0	0	0	0	0	1	0	0	0	0	0	0	0
665.68	0	0	0	0	0	1	0	0	0	0	0	0	0
665.69	0	0	0	0	0	1	0	0	0	0	0	0	0
665.7	0	0	0	0	0	1	0	0	0	0	0	0	0
665.71	0	0	0	0	0	1	0	0	0	0	0	0	0
665.72	0	0	0	0	0	1	0	0	0	0	0	0	0
665.73	0	0	0	0	0	1	0	0	0	0	0	0	0
665.74	0	0	0	0	0	1	0	0	0	0	0	0	0
665.75	0	0	0	0	0	1	0	0	0	0	0	0	0
665.76	0	0	0	0	0	1	0	0	0	0	0	0	0
665.77	0	0	0	0	0	1	0	0	0	0	0	0	0
665.78	0	0	0	0	0	1	0	0	0	0	0	0	0
665.79	0	0	0	0	0	1	0	0	0	0	0	0	0
665.8	0	0	0	0	0	1	0	0	0	0	0	0	0
665.81	0	0	0	0	0	1	0	0	0	0	0	0	0
665.82	0	0	0	0	0	1	0	0	0	0	0	0	0
665.83	0	0	0	0	0	1	0	0	0	0	0	0	0
665.84	0	0	0	0	0	1	0	0	0	0	0	0	0
665.85	0	0	0	0	0	1	0	0	0	0	0	0	0
665.86	0	0	0	0	0	1	0	0	0	0	0	0	0
665.87	0	0	0	0	0	1	0	0	0	0	0	0	0
665.88	0	0	0	0	0	1	0	0	0	0	0	0	0
665.89	0	0	0	0	0	1	0	0	0	0	0	0	0
665.9	0	0	0	0	0	1	0	0	0	0	0	0	0
665.91	0	0	0	0	0	1	0	0	0	0	0	0	0
665.92	0	0	0	0	0	1	0	0	0	0	0	0	0
665.93	0	0	0	0	0	1	0	0	0	0	0	0	0
