"","Behavior 0","Behavior 1","Mating ID"
"108","Freezing","Leg Showcase","g1.H30xH71"
"109","Leg Showcase","Freezing","g1.H30xH71"
"110","Freezing","Abdomen Tapping","g1.H30xH71"
"111","Abdomen Tapping","Leg Showcase","g1.H30xH71"
"112","Leg Showcase","Freezing","g1.H30xH71"
"113","Freezing","Leg Showcase","g1.H30xH71"
"114","Leg Showcase","Freezing","g1.H30xH71"
"115","Freezing","Leg Showcase","g1.H30xH71"
"116","Leg Showcase","Freezing","g1.H30xH71"
"117","Freezing","Leg Showcase","g1.H30xH71"
"118","Leg Showcase","Freezing","g1.H30xH71"
"119","Freezing","Abdomen Tapping","g1.H30xH71"
"120","Abdomen Tapping","Freezing","g1.H30xH71"
"121","Freezing","Leg Showcase","g1.H30xH71"
"122","Leg Showcase","Freezing","g1.H30xH71"
"123","Freezing","Leg Showcase","g1.H30xH71"
"124","Leg Showcase","Freezing","g1.H30xH71"
"125","Freezing","Leg Showcase","g1.H30xH71"
"126","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.H30xH71"
"127","Leg Showcase + Pedipalp Showcase","Freezing","g1.H30xH71"
"128","Freezing","Leg Showcase + Pedipalp Showcase","g1.H30xH71"
"129","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.H30xH71"
"130","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.H30xH71"
"131","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.H30xH71"
"132","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.H30xH71"
"133","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g1.H30xH71"
"134","Abdomen Tapping","Leg Showcase","g1.H30xH71"
"135","Leg Showcase","Abdomen Tapping","g1.H30xH71"
"136","Abdomen Tapping","Freezing","g1.H30xH71"
"137","Freezing","Abdomen Tapping","g1.H30xH71"
"138","Abdomen Tapping","Leg Showcase","g1.H30xH71"
"139","Leg Showcase","Freezing","g1.H30xH71"
"140","Freezing","Mounting.Start","g1.H30xH71"
"141","Mounting.Start","Mounted + Freezing","g1.H30xH71"
"142","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"143","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.H30xH71"
"144","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"145","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.H30xH71"
"146","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"147","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.H30xH71"
"148","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"149","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.H30xH71"
"150","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"151","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.H30xH71"
"152","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.H30xH71"
"153","Leg Showcase + Mounted + Pedipalp Showcase","Retreat","g1.H30xH71"
