"","Behavior 0","Behavior 1","Mating ID"
"96","Freezing","Leg Showcase","g1.J189xJ112"
"97","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"98","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"99","Leg Showcase","Freezing","g1.J189xJ112"
"100","Freezing","Leg Showcase","g1.J189xJ112"
"101","Leg Showcase","Freezing","g1.J189xJ112"
"102","Freezing","Leg Showcase","g1.J189xJ112"
"103","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"104","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"105","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"106","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"107","Leg Showcase","Freezing","g1.J189xJ112"
"108","Freezing","Leg Showcase","g1.J189xJ112"
"109","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"110","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"111","Leg Showcase","Freezing","g1.J189xJ112"
"112","Freezing","Leg Showcase","g1.J189xJ112"
"113","Leg Showcase","Freezing","g1.J189xJ112"
"114","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"115","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"116","Freezing","Leg Showcase","g1.J189xJ112"
"117","Leg Showcase","Freezing","g1.J189xJ112"
"118","Freezing","Leg Showcase","g1.J189xJ112"
"119","Leg Showcase","Freezing","g1.J189xJ112"
"120","Freezing","Leg Showcase","g1.J189xJ112"
"121","Leg Showcase","Abdomen Tapping","g1.J189xJ112"
"122","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"123","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"124","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"125","Leg Showcase","Freezing","g1.J189xJ112"
"126","Freezing","Abdomen Tapping","g1.J189xJ112"
"127","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"128","Leg Showcase","Freezing","g1.J189xJ112"
"129","Freezing","Leg Showcase","g1.J189xJ112"
"130","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"131","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"132","Leg Showcase","Freezing","g1.J189xJ112"
"133","Freezing","Leg Showcase","g1.J189xJ112"
"134","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"135","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"136","Leg Showcase","Freezing","g1.J189xJ112"
"137","Freezing","Leg Showcase","g1.J189xJ112"
"138","Leg Showcase","Grooming","g1.J189xJ112"
"139","Grooming","Leg Showcase","g1.J189xJ112"
"140","Leg Showcase","Abdomen Tapping","g1.J189xJ112"
"141","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"142","Leg Showcase","Freezing","g1.J189xJ112"
"143","Freezing","Leg Showcase","g1.J189xJ112"
"144","Leg Showcase","Abdomen Tapping","g1.J189xJ112"
"145","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"146","Leg Showcase","Freezing","g1.J189xJ112"
"147","Freezing","Leg Showcase","g1.J189xJ112"
"148","Leg Showcase","Abdomen Tapping","g1.J189xJ112"
"149","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"150","Leg Showcase","Abdomen Tapping","g1.J189xJ112"
"151","Abdomen Tapping","Leg Showcase","g1.J189xJ112"
"152","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"153","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"154","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"155","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"156","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"157","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"158","Freezing","Abdomen Tapping","g1.J189xJ112"
"159","Abdomen Tapping","Freezing","g1.J189xJ112"
"160","Freezing","Pedipalp Showcase","g1.J189xJ112"
"161","Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"162","Leg Showcase","Freezing","g1.J189xJ112"
"163","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"164","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"165","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"166","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"167","Leg Showcase","Freezing","g1.J189xJ112"
"168","Freezing","Leg Showcase","g1.J189xJ112"
"169","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"170","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g1.J189xJ112"
"171","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"172","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"173","Leg Showcase","Freezing","g1.J189xJ112"
"174","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"175","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"176","Freezing","Leg Showcase","g1.J189xJ112"
"177","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"178","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J189xJ112"
"179","Leg Showcase","Freezing","g1.J189xJ112"
"180","Freezing","Leg Showcase","g1.J189xJ112"
"181","Leg Showcase","Freezing","g1.J189xJ112"
"182","Freezing","Leg Showcase + Pedipalp Showcase","g1.J189xJ112"
"183","Leg Showcase + Pedipalp Showcase","Freezing","g1.J189xJ112"
"184","Freezing","Mounting.Start","g1.J189xJ112"
"185","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g1.J189xJ112"
"186","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J189xJ112"
"187","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J189xJ112"
"188","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J189xJ112"
"189","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J189xJ112"
"190","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J189xJ112"
"191","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J189xJ112"
"192","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J189xJ112"
"193","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J189xJ112"
"194","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J189xJ112"
"195","Mounted + Freezing","Retreat","g1.J189xJ112"
